CybORG v2.1, Scenario2B, Commit Hash: 9421c8e985627810c5cac2abf0bcb62dfa6749fc
author: krystal, team: cset, technique: ppo2B
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -184.75999999999993, standard deviation 70.03879877134764
actions: [('DecoyApache User4', 'DiscoverRemoteSystems 10.0.74.80/28'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.74.93'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.74.93'), ('DecoyApache User2', 'PrivilegeEscalate User3'), ('Monitor', 'DiscoverNetworkServices 10.0.164.247'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.164.247'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.164.240/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.164.246'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.164.246'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.174.187'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.174.187'), ('DecoyFemitter User1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Analyse User5', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('DecoyFemitter User0', 'Sleep'), ('Remove Defender', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('Monitor', 'Sleep'), ('Remove User2', 'Sleep'), ('DecoyFemitter User0', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('Analyse User0', 'Sleep'), ('Remove User1', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('Remove User4', 'Sleep'), ('Remove User5', 'Sleep'), ('Analyse User2', 'Sleep'), ('DecoyFemitter User0', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('Analyse User4', 'Sleep'), ('Analyse User4', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('DecoyFemitter Op_Host2', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('Remove Enterprise2', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Analyse Op_Host2', 'Sleep'), ('Analyse User3', 'Sleep'), ('Remove User5', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('DecoyFemitter User0', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('Remove User3', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('DecoyFemitter Op_Host1', 'Sleep'), ('Remove User1', 'Sleep'), ('Analyse User4', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Analyse User5', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('Analyse Defender', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('Analyse Op_Server0', 'Sleep'), ('Analyse Op_Host0', 'Sleep')], total reward: 0.0
actions: [('Remove User5', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Remove Defender', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Analyse Op_Host2', 'Sleep'), ('Analyse User5', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('DecoyFemitter User0', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('DecoyFemitter Op_Host1', 'Sleep'), ('Monitor', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('Analyse User1', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('Remove User4', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('Analyse User3', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('Remove User4', 'Sleep'), ('Remove User3', 'Sleep'), ('Sleep', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('Analyse User1', 'Sleep'), ('Remove User5', 'Sleep'), ('Analyse User1', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('Analyse User2', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('Remove Defender', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Remove User1', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('DecoyFemitter Op_Host0', 'Sleep'), ('DecoyFemitter Op_Host1', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep')], total reward: 0.0
actions: [('DecoyApache User0', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('DecoyFemitter Op_Host0', 'Sleep'), ('DecoyFemitter Op_Host2', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('Remove User5', 'Sleep'), ('Remove User2', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('DecoyFemitter User0', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('DecoyFemitter User1', 'Sleep'), ('Analyse User0', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('DecoyFemitter Enterprise2', 'Sleep'), ('Remove User1', 'Sleep'), ('DecoyFemitter Op_Host0', 'Sleep'), ('Analyse User5', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('Remove Enterprise2', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('Remove Enterprise2', 'Sleep'), ('DecoyFemitter Op_Host1', 'Sleep'), ('Analyse Defender', 'Sleep'), ('DecoyApache Defender', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('Analyse User4', 'Sleep'), ('Remove Enterprise1', 'Sleep'), ('Remove User1', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('DecoyFemitter Op_Host2', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('Analyse User3', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('Analyse Defender', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('Analyse User1', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('DecoyFemitter Enterprise2', 'Sleep'), ('Remove User5', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Analyse User5', 'Sleep'), ('Analyse User1', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User0', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('Remove User5', 'Sleep'), ('Remove User1', 'Sleep'), ('DecoyApache Defender', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('Analyse User0', 'Sleep'), ('Analyse User5', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('Analyse User5', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('Remove User1', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Remove User1', 'Sleep'), ('DecoyFemitter Op_Host2', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('Analyse User2', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('Remove Defender', 'Sleep'), ('DecoyFemitter Enterprise2', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('Remove User1', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('Analyse Op_Server0', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('Remove User4', 'Sleep'), ('DecoyFemitter User0', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('Remove Enterprise1', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('Analyse User3', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('Remove User1', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('Analyse User1', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('Remove User3', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter Enterprise2', 'Sleep'), ('Remove User2', 'Sleep'), ('Remove User5', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('Analyse User5', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('Monitor', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('Remove User1', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Analyse Op_Server0', 'Sleep'), ('Sleep', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('Analyse User0', 'Sleep'), ('Analyse Op_Host2', 'Sleep'), ('Remove User3', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('Remove User0', 'Sleep'), ('DecoyFemitter User0', 'Sleep'), ('Analyse User0', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('DecoyFemitter User1', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('Monitor', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('Remove User5', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('Remove Enterprise2', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('DecoyFemitter Op_Host0', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('DecoyApache Defender', 'Sleep'), ('Sleep', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep')], total reward: 0.0
actions: [('DecoyApache Enterprise1', 'Sleep'), ('Remove User0', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('Analyse User3', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('DecoyFemitter Enterprise2', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('Analyse Defender', 'Sleep'), ('Remove User2', 'Sleep'), ('Analyse User5', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('Analyse Op_Host2', 'Sleep'), ('Analyse User0', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('Remove Defender', 'Sleep'), ('Remove User3', 'Sleep'), ('Remove User2', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('DecoyApache Defender', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('DecoyFemitter Enterprise2', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('Remove User1', 'Sleep'), ('Analyse User0', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('Analyse User2', 'Sleep'), ('DecoyFemitter Op_Host0', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('Analyse User5', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('Monitor', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('Analyse Enterprise2', 'Sleep')], total reward: 0.0
actions: [('Remove User4', 'Sleep'), ('Analyse Defender', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Remove User4', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Analyse Defender', 'Sleep'), ('Analyse User5', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('Remove Enterprise1', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('Monitor', 'Sleep'), ('Remove Defender', 'Sleep'), ('DecoyFemitter Op_Host2', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('Remove User5', 'Sleep'), ('Remove User3', 'Sleep'), ('Analyse User0', 'Sleep'), ('Analyse User0', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('Sleep', 'Sleep'), ('DecoyFemitter Op_Host1', 'Sleep'), ('Remove Op_Host0', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('Analyse User5', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('DecoyApache Defender', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('DecoyApache Defender', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('Remove User2', 'Sleep'), ('DecoyFemitter Op_Host0', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('Analyse User3', 'Sleep'), ('Analyse User1', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('Analyse User4', 'Sleep'), ('Remove Op_Host2', 'Sleep')], total reward: 0.0
actions: [('DecoyApache User3', 'Sleep'), ('Sleep', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('Remove Enterprise2', 'Sleep'), ('Remove Enterprise1', 'Sleep'), ('Remove User3', 'Sleep'), ('DecoyFemitter Op_Host2', 'Sleep'), ('Remove User3', 'Sleep'), ('Remove Defender', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('Remove User4', 'Sleep'), ('Remove Op_Host0', 'Sleep'), ('Analyse User3', 'Sleep'), ('Remove Enterprise1', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('Remove User1', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('Monitor', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('Remove User4', 'Sleep'), ('Analyse User5', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('Monitor', 'Sleep'), ('Remove Op_Host0', 'Sleep'), ('DecoyFemitter Enterprise2', 'Sleep'), ('DecoyFemitter Op_Host2', 'Sleep'), ('Analyse Op_Server0', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('Remove User3', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('Analyse User0', 'Sleep'), ('DecoyFemitter Op_Host2', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('Analyse User4', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('Analyse Op_Server0', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('Remove Defender', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep')], total reward: 0.0
actions: [('DecoyApache User2', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('Analyse User4', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('Sleep', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('Analyse Defender', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('Analyse Op_Host2', 'Sleep'), ('Remove User1', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('DecoyFemitter Enterprise2', 'Sleep'), ('Remove User5', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Remove User4', 'Sleep'), ('Remove User5', 'Sleep'), ('Analyse Defender', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('DecoyFemitter Op_Host1', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Analyse User5', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('Monitor', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Analyse User4', 'Sleep'), ('Analyse User0', 'Sleep'), ('Analyse Op_Host2', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Monitor', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('Remove User0', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('Monitor', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Analyse Enterprise1', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter Enterprise0', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('Analyse User3', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('DecoyFemitter Op_Host0', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('Remove Op_Server0', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('DecoyFemitter Op_Host0', 'Sleep'), ('Remove User5', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('DecoyFemitter Op_Host1', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('Remove User1', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('Analyse Op_Server0', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('Remove User4', 'Sleep'), ('Analyse Op_Server0', 'Sleep'), ('Remove Enterprise2', 'Sleep'), ('Analyse Op_Server0', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Sleep', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('DecoyFemitter User0', 'Sleep'), ('Analyse User4', 'Sleep'), ('DecoyFemitter User0', 'Sleep'), ('DecoyFemitter User1', 'Sleep'), ('Remove Enterprise2', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('Monitor', 'Sleep'), ('Analyse Op_Host2', 'Sleep'), ('Analyse User1', 'Sleep')], total reward: 0.0
actions: [('Remove Op_Host0', 'Sleep'), ('DecoyFemitter Enterprise2', 'Sleep'), ('DecoyApache Op_Host0', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('Remove Defender', 'Sleep'), ('Monitor', 'Sleep'), ('DecoyFemitter Enterprise2', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('Remove User5', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('DecoyFemitter Op_Host0', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('Analyse User5', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('Analyse Defender', 'Sleep'), ('Analyse User2', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('Remove User5', 'Sleep'), ('Analyse Defender', 'Sleep'), ('DecoyFemitter User1', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('DecoyFemitter Op_Host2', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('Analyse User2', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('Remove Defender', 'Sleep'), ('Remove User3', 'Sleep'), ('Remove Enterprise0', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('DecoyFemitter User1', 'Sleep'), ('Remove User0', 'Sleep'), ('Analyse User4', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('Analyse Enterprise2', 'Sleep'), ('Analyse Op_Host1', 'Sleep'), ('DecoyFemitter Op_Server0', 'Sleep'), ('Remove User2', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('Remove User2', 'Sleep')], total reward: 0.0
actions: [('Remove Enterprise0', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('Analyse Op_Host2', 'Sleep'), ('DecoyFemitter Enterprise1', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('Analyse Enterprise1', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('Remove Enterprise2', 'Sleep'), ('Analyse Op_Host2', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('Analyse User4', 'Sleep'), ('Remove Op_Host2', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('DecoyFemitter Defender', 'Sleep'), ('DecoyApache Enterprise1', 'Sleep'), ('Remove User5', 'Sleep'), ('DecoyFemitter User1', 'Sleep'), ('Remove Op_Host0', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('DecoyApache Enterprise2', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('DecoyFemitter Enterprise0', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('DecoyApache Op_Server0', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('DecoyApache Op_Host1', 'Sleep'), ('DecoyApache User3', 'Sleep'), ('Remove User5', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep'), ('Analyse User2', 'Sleep'), ('Analyse Op_Host0', 'Sleep'), ('DecoyApache User0', 'Sleep'), ('Analyse User0', 'Sleep'), ('DecoyApache User5', 'Sleep'), ('Analyse Enterprise0', 'Sleep'), ('DecoyApache User4', 'Sleep'), ('DecoyApache Defender', 'Sleep'), ('DecoyFemitter Op_Host1', 'Sleep'), ('DecoyApache Enterprise0', 'Sleep'), ('DecoyApache User1', 'Sleep'), ('DecoyApache User2', 'Sleep'), ('Remove Op_Host1', 'Sleep'), ('DecoyApache Op_Host2', 'Sleep')], total reward: 0.0
